LotArea,TotalBsmtSF,BedroomAbvGr,Fireplaces,PoolArea,GarageCars,WoodDeckSF,ScreenPorch,MSZoning,Condition1,Heating,Street,CentralAir,Foundation,MSSubClass,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,TotRmsAbvGrd,GarageYrBlt,GarageArea,OpenPorchSF,EnclosedPorch,3SsnPorch,MiscVal,MoSold,YrSold,Id,Alley,LotShape,Utilities,LotConfig,Neighborhood,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Electrical,GarageType,PavedDrive,Fence,MiscFeature,SaleType,SaleCondition,Unnamed: 0,LandContour,LandSlope,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PoolQC,prediction
7200.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,RL,Norm,GasA,Pave,Y,CBlock,20.0,1950.0,1950.0,0.0,0.0,0.0,0.0,1040.0,0.0,0.0,1040.0,0.0,0.0,1.0,0.0,1.0,5.0,1950.0,625.0,0.0,0.0,0.0,0.0,6.0,2006.0,157.0,,Reg,AllPub,Inside,NAmes,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,FuseF,Detchd,Y,,,WD,Normal,156.0,3.0,2.0,4.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,1.0,2.0,2.0,0.0,0.0
9000.0,650.0,3.0,0.0,0.0,2.0,0.0,0.0,RM,Artery,GasA,Pave,Y,PConc,70.0,1920.0,1988.0,0.0,624.0,0.0,26.0,832.0,650.0,0.0,1482.0,0.0,1.0,1.0,0.0,1.0,7.0,1930.0,324.0,0.0,0.0,0.0,0.0,7.0,2009.0,1150.0,,Reg,AllPub,Inside,OldTown,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,None,SBrkr,Detchd,Y,,,WD,Normal,1149.0,3.0,2.0,6.0,8.0,2.0,3.0,2.0,2.0,0.0,5.0,1.0,4.0,2.0,7.0,0.0,1.0,2.0,2.0,0.0,
12420.0,944.0,3.0,0.0,0.0,2.0,0.0,0.0,RL,Norm,GasA,Pave,Y,PConc,60.0,2001.0,2001.0,0.0,666.0,0.0,278.0,944.0,896.0,0.0,1840.0,1.0,0.0,2.0,1.0,1.0,6.0,2001.0,622.0,45.0,0.0,0.0,0.0,6.0,2009.0,1411.0,,Reg,AllPub,Inside,CollgCr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,SBrkr,Attchd,Y,,,WD,Normal,1410.0,3.0,2.0,6.0,4.0,3.0,2.0,3.0,2.0,0.0,6.0,1.0,4.0,3.0,7.0,0.0,2.0,2.0,2.0,0.0,
10859.0,1097.0,3.0,0.0,0.0,2.0,392.0,0.0,RL,Norm,GasA,Pave,Y,PConc,20.0,1994.0,1995.0,0.0,0.0,0.0,1097.0,1097.0,0.0,0.0,1097.0,0.0,0.0,1.0,1.0,1.0,6.0,1995.0,672.0,64.0,0.0,0.0,0.0,6.0,2009.0,37.0,,Reg,AllPub,Corner,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,SBrkr,Attchd,Y,,,WD,Normal,36.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,4.0,2.0,7.0,0.0,1.0,2.0,2.0,0.0,0.0
13125.0,1478.0,3.0,1.0,0.0,2.0,140.0,0.0,RL,Norm,GasA,Pave,Y,PConc,20.0,1997.0,1998.0,215.0,994.0,0.0,484.0,1493.0,0.0,0.0,1493.0,1.0,0.0,2.0,0.0,1.0,7.0,1997.0,508.0,39.0,0.0,0.0,0.0,4.0,2008.0,477.0,,Reg,AllPub,Inside,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,SBrkr,Attchd,Y,,,WD,Normal,476.0,3.0,1.0,5.0,4.0,2.0,2.0,3.0,2.0,3.0,6.0,1.0,4.0,3.0,7.0,2.0,3.0,2.0,2.0,0.0,
24682.0,841.0,3.0,1.0,0.0,2.0,0.0,0.0,RL,RRAn,GasA,Pave,Y,PConc,60.0,1999.0,1999.0,0.0,0.0,0.0,841.0,892.0,783.0,0.0,1675.0,0.0,0.0,2.0,1.0,1.0,7.0,1999.0,502.0,103.0,0.0,0.0,0.0,6.0,2009.0,1261.0,,IR3,AllPub,CulDSac,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,SBrkr,BuiltIn,Y,,,WD,Normal,1260.0,3.0,2.0,5.0,4.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,4.0,2.0,7.0,2.0,3.0,2.0,2.0,0.0,
9100.0,864.0,3.0,0.0,0.0,2.0,0.0,0.0,RL,Feedr,GasA,Pave,Y,CBlock,20.0,1958.0,1958.0,0.0,521.0,174.0,169.0,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,1.0,5.0,1964.0,624.0,0.0,0.0,0.0,0.0,7.0,2006.0,513.0,,Reg,AllPub,Corner,NAmes,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,SBrkr,Detchd,Y,,,WD,Normal,512.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,7.0,0.0,1.0,2.0,2.0,0.0,
7819.0,1029.0,3.0,1.0,0.0,2.0,144.0,0.0,RL,Norm,GasA,Pave,Y,CBlock,80.0,1976.0,1976.0,0.0,422.0,127.0,480.0,1117.0,0.0,0.0,1117.0,1.0,0.0,1.0,0.0,1.0,6.0,1976.0,672.0,0.0,0.0,0.0,0.0,3.0,2010.0,773.0,,Reg,AllPub,Inside,Edwards,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,None,SBrkr,Detchd,Y,MnPrv,,WD,Abnorml,772.0,3.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,7.0,2.0,1.0,2.0,2.0,0.0,
8544.0,1228.0,3.0,0.0,0.0,1.0,0.0,0.0,RL,Norm,GasA,Pave,Y,CBlock,20.0,1966.0,2006.0,0.0,0.0,0.0,1228.0,1228.0,0.0,0.0,1228.0,0.0,0.0,1.0,1.0,1.0,6.0,1966.0,271.0,65.0,0.0,0.0,0.0,6.0,2008.0,32.0,,IR1,AllPub,CulDSac,Sawyer,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,SBrkr,Attchd,Y,MnPrv,,WD,Normal,31.0,3.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,7.0,0.0,1.0,2.0,2.0,0.0,0.0
11639.0,1428.0,3.0,0.0,0.0,2.0,0.0,0.0,FV,Norm,GasA,Pave,Y,PConc,20.0,2007.0,2008.0,,0.0,0.0,1428.0,1428.0,0.0,0.0,1428.0,0.0,0.0,2.0,0.0,1.0,6.0,2007.0,480.0,120.0,0.0,0.0,0.0,12.0,2008.0,974.0,,Reg,AllPub,Corner,Somerst,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,,SBrkr,Attchd,Y,,,New,Partial,973.0,3.0,2.0,6.0,4.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,4.0,3.0,7.0,0.0,3.0,2.0,2.0,0.0,
8163.0,1144.0,3.0,1.0,0.0,1.0,86.0,0.0,RL,Norm,GasA,Pave,Y,CBlock,80.0,1959.0,1959.0,128.0,748.0,294.0,102.0,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,0.0,1.0,6.0,1959.0,796.0,0.0,0.0,0.0,0.0,3.0,2006.0,947.0,,Reg,AllPub,Inside,NAmes,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,SBrkr,Attchd,Y,,,WD,Normal,946.0,3.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,0.0,
10402.0,1226.0,3.0,0.0,0.0,3.0,0.0,0.0,RL,Norm,GasA,Pave,Y,PConc,20.0,2009.0,2009.0,0.0,0.0,0.0,1226.0,1226.0,0.0,0.0,1226.0,0.0,0.0,2.0,0.0,1.0,6.0,2009.0,740.0,36.0,0.0,0.0,0.0,5.0,2010.0,104.0,,IR1,AllPub,Corner,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,SBrkr,Attchd,Y,,,WD,Normal,103.0,3.0,2.0,6.0,4.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,4.0,3.0,7.0,0.0,2.0,2.0,2.0,0.0,0.0
8769.0,1702.0,1.0,1.0,0.0,3.0,0.0,224.0,RL,Norm,GasA,Pave,Y,PConc,120.0,2008.0,2008.0,766.0,1540.0,0.0,162.0,1702.0,0.0,0.0,1702.0,1.0,0.0,1.0,1.0,1.0,7.0,2008.0,1052.0,72.0,0.0,0.0,0.0,10.0,2008.0,1229.0,,Reg,AllPub,Corner,NridgHt,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,SBrkr,Attchd,Y,,,New,Partial,1228.0,3.0,2.0,8.0,4.0,4.0,2.0,4.0,2.0,0.0,6.0,1.0,4.0,4.0,7.0,3.0,3.0,2.0,2.0,0.0,
8487.0,1500.0,3.0,0.0,0.0,2.0,192.0,0.0,RL,Norm,GasA,Pave,Y,PConc,20.0,2004.0,2004.0,210.0,20.0,0.0,1480.0,1500.0,0.0,0.0,1500.0,0.0,0.0,2.0,0.0,1.0,6.0,2004.0,570.0,36.0,0.0,0.0,0.0,8.0,2009.0,934.0,,Reg,AllPub,FR2,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,SBrkr,Attchd,Y,,,WD,Normal,933.0,3.0,2.0,6.0,4.0,3.0,2.0,3.0,2.0,2.0,6.0,1.0,4.0,3.0,7.0,0.0,2.0,2.0,2.0,0.0,
9248.0,1158.0,3.0,0.0,0.0,2.0,120.0,0.0,RL,Norm,GasA,Pave,Y,PConc,20.0,1992.0,1992.0,106.0,560.0,0.0,598.0,1167.0,0.0,0.0,1167.0,1.0,0.0,2.0,0.0,1.0,6.0,1992.0,400.0,26.0,0.0,0.0,0.0,7.0,2009.0,357.0,,IR1,AllPub,Inside,Gilbert,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,SBrkr,Attchd,Y,,,WD,Normal,356.0,3.0,2.0,5.0,5.0,2.0,2.0,3.0,2.0,0.0,6.0,1.0,3.0,3.0,7.0,0.0,2.0,2.0,2.0,0.0,
22950.0,1107.0,4.0,2.0,0.0,3.0,0.0,410.0,RM,Artery,GasA,Pave,Y,BrkTil,75.0,1892.0,1993.0,0.0,0.0,0.0,1107.0,1518.0,1518.0,572.0,3608.0,0.0,0.0,2.0,1.0,1.0,12.0,1993.0,840.0,260.0,0.0,0.0,0.0,6.0,2006.0,186.0,,IR2,AllPub,Inside,OldTown,Norm,1Fam,2.5Fin,Gable,WdShngl,Wd Sdng,Wd Sdng,None,SBrkr,Detchd,Y,GdPrv,,WD,Normal,185.0,3.0,2.0,9.0,8.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,7.0,2.0,1.0,4.0,2.0,0.0,0.0
11029.0,1184.0,3.0,1.0,0.0,2.0,0.0,190.0,RL,Norm,GasA,Pave,Y,CBlock,20.0,1958.0,2002.0,0.0,528.0,411.0,245.0,1414.0,0.0,0.0,1414.0,1.0,0.0,1.0,0.0,1.0,6.0,1990.0,601.0,51.0,0.0,0.0,0.0,5.0,2008.0,920.0,,IR1,AllPub,Corner,NAmes,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,SBrkr,Attchd,Y,,,WD,Normal,919.0,3.0,2.0,5.0,7.0,4.0,2.0,3.0,2.0,0.0,5.0,4.0,4.0,2.0,6.0,2.0,1.0,2.0,2.0,0.0,
